District,Firm Name,City,State,Zip,Country/Area,Inspection End Date,Project Area,Center/Program Area,Inspection Classification
SAN,"Genentech, Inc.",South San Francisco,CA,94080-4918,United States,8/26/2010,Bioresearch Monitoring,CDER,VAI
BLT,Bioreliance Corporation,Rockville,MD,20850-3304,United States,9/7/2010,Bioresearch Monitoring,CDER,VAI
PHI,GlaxoSmithKline LLC,King of Prussia,PA,19406-2711,United States,9/7/2010,Bioresearch Monitoring,CDER,NAI
NWJ,Hoffmann La Roche Inc,Nutley,NJ,07110-1150,United States,9/10/2010,Bioresearch Monitoring,CDER,NAI
CHI,Abbott Laboratories,Abbott Park,IL,60064-3502,United States,9/17/2010,Bioresearch Monitoring,CDER,VAI
ATL,UGA College of Veterinary Medicine,Athens,GA,30602-5023,United States,9/22/2010,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
NWJ,Sanofi-Aventis U.S. LLC,Bridgewater,NJ,08807-1265,United States,9/23/2010,Bioresearch Monitoring,CDER,NAI
BLT,"Ahpharma, Inc",Salisbury,MD,21801-4253,United States,9/29/2010,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,10/5/2010,Bioresearch Monitoring,CDER,VAI
NYK,"Cornell University, Dept. of Animal Science",Ithaca,NY,14853-4801,United States,10/14/2010,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,"Ani Lytics, Inc.",Gaithersburg,MD,20877-3490,United States,10/18/2010,Bioresearch Monitoring,CDER,NAI
LOS,B. Braun Medical Inc,Irvine,CA,92614-5841,United States,10/21/2010,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,10/27/2010,Bioresearch Monitoring,CDER,VAI
LOS,North American Science Associates Inc,Irvine,CA,92618-2078,United States,11/22/2010,Project Evaluation: Devices,CDRH,NAI
KAN,University Of Iowa Hospitals & Clinics,Iowa City,IA,52242-1007,United States,12/1/2010,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
PHI,"Millenium Bioresearch Laboratories, Inc",Spinnerstown,PA,18968,United States,12/10/2010,Bioresearch Monitoring,CDER,NAI
NYK,"Lotte Biologics USA, LLC",East Syracuse,NY,13057-5051,United States,12/16/2010,Bioresearch Monitoring,CDER,NAI
DAL,Sallisaw Equine Clinic,Sallisaw,OK,74955,United States,1/6/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
MIN,"Surpass, Inc.",Osceola,WI,54020-8104,United States,1/6/2011,Project Evaluation: Devices,CDRH,VAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,1/11/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
BLT,VA-MD Regional College of Veterinary Medicine/Prod Mgmt Serv,Blacksburg,VA,24061-0001,United States,1/19/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,1/28/2011,Bioresearch Monitoring,CDER,VAI
BLT,Bioreliance Corporation,Rockville,MD,20850-3304,United States,2/4/2011,Bioresearch Monitoring,CDER,VAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,3/1/2011,Bioresearch Monitoring,CDER,NAI
NYK,"MBR Waverly, LLC",Waverly,NY,14892-9513,United States,3/1/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
SEA,BASi Northwest Laboratory,McMinnville,OR,97128-8488,United States,3/4/2011,Bioresearch Monitoring,CDER,VAI
SAN,Labcorp- PMD,San Carlos,CA,94070-5320,United States,4/7/2011,Project Evaluation: Devices,CDRH,OAI
BLT,"HistoScientific Research Laboratories (HSRL), Inc.",Mount Jackson,VA,22842-9404,United States,5/3/2011,Project Evaluation: Devices,CDRH,NAI
MIN,American Preclinical Services,Minneapolis,MN,55433-6043,United States,5/4/2011,Project Evaluation: Devices,CDRH,VAI
NWJ,Bristol-Myers Squibb Company,New Brunswick,NJ,08901-1588,United States,5/5/2011,Bioresearch Monitoring,CDER,NAI
BLT,U.S. Army Medical Research Institute of Infectious Diseases,Fort Detrick,MD,21702-5011,United States,5/10/2011,Bioresearch Monitoring,CDER,VAI
MIN,Genesis Midwest Laboratories,Neillsville,WI,54456-8773,United States,5/13/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
PHI,Phibro Animal Health Corporation,State College,PA,16801-2782,United States,5/25/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,"North American Science Associates, LLC",Northwood,OH,43619-1012,United States,5/26/2011,Project Evaluation: Devices,CDRH,NAI
SAN,"BioAssist, Inc.",Dixon,CA,95620-9722,United States,6/2/2011,Project Evaluation: Devices,CDRH,NAI
OII,Sanitation & Environmental Technology Institute,Suzhou,,,China,6/3/2011,Project Evaluation: Devices,CDRH,OAI
KAN,"Xenometrics, LLC",Stilwell,KS,66085-9464,United States,6/9/2011,Bioresearch Monitoring,CDER,NAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,6/15/2011,Bioresearch Monitoring,CDER,VAI
DET,Bristol-Myers Squibb Company,Mount Vernon,IN,47620,United States,7/18/2011,Bioresearch Monitoring,CDER,NAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,7/27/2011,Bioresearch Monitoring,CDER,VAI
NWJ,"Xenobiotic Laboratories, Inc.",Plainsboro,NJ,08536-3339,United States,8/3/2011,Bioresearch Monitoring,CDER,VAI
SEA,Linus Pauling Institute,Corvallis,OR,97331-8574,United States,8/23/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
SAN,SRI International,Menlo Park,CA,94025-3453,United States,8/26/2011,Bioresearch Monitoring,CDER,VAI
NWE,"Pharmaron Lab Services, LLC",Woburn,MA,01801,United States,8/29/2011,Bioresearch Monitoring,CDER,VAI
BLT,"Covance Laboratories, Inc.",Vienna,VA,22182-1656,United States,9/2/2011,Bioresearch Monitoring,CDER,NAI
NYK,Q2 Solutions LLC.,Ithaca,NY,14850-1247,United States,9/14/2011,Bioresearch Monitoring,CDER,VAI
PHI,Janssen Research & Development,Spring House,PA,19477-0779,United States,9/15/2011,Bioresearch Monitoring,CDER,NAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,9/23/2011,Bioresearch Monitoring,CDER,VAI
LOS,"Samm Solutions, Inc (dba) BTS Research",San Diego,CA,92121-3932,United States,9/27/2011,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,9/27/2011,Bioresearch Monitoring,CDER,VAI
NWE,"Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield,CT,06877-1058,United States,9/28/2011,Bioresearch Monitoring,CDER,VAI
SEA,Sustainable Oils LLLC,Seattle,WA,98102-3086,United States,10/18/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
DAL,Sallisaw Equine Clinic,Sallisaw,OK,74955,United States,10/26/2011,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,"Experimental Pathology Laboratories, Inc.",Sterling,VA,20166-4302,United States,11/1/2011,Bioresearch Monitoring,CDER,NAI
CHI,"Tox Monitor Laboratories, Inc.",Oak Park,IL,60302-2401,United States,12/2/2011,Bioresearch Monitoring,CDER,VAI
DAL,Univ. of TX M.D. Anderson C.C. Dept. of Veterinary Sciences,Bastrop,TX,78602-6621,United States,12/16/2011,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
NWJ,"QualTech Laboratories, Inc.",Ocean,NJ,07712-3103,United States,12/19/2011,Bioresearch Monitoring,CDER,NAI
CIN,Battelle Memorial Institute,Columbus,OH,43201-2696,United States,12/22/2011,Bioresearch Monitoring,CDER,VAI
CIN,Battelle Memorial Institute,Columbus,OH,43201-2696,United States,12/23/2011,Bioresearch Monitoring,CDER,VAI
NYK,Cardiovascular Research Foundation,Orangeburg,NY,10962-2614,United States,1/11/2012,Project Evaluation: Devices,CDRH,NAI
KAN,Iowa State University College Vet Med,Ames,IA,50011-0001,United States,1/19/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,"PPD Development, L.P.",Richmond,VA,23230-3323,United States,2/13/2012,Bioresearch Monitoring,CDER,VAI
SAN,SRI International,Menlo Park,CA,94025-3453,United States,2/17/2012,Bioresearch Monitoring,CDER,VAI
KAN,"Saltzman Dvm, Ryan J",Ames,IA,50010-6214,United States,2/28/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
KAN,Veterinary Resources Inc,Ames,IA,50010-7718,United States,2/28/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,U.S. Army Medical Research Institute of Infectious Diseases,Fort Detrick,MD,21702-5011,United States,3/2/2012,Bioresearch Monitoring,CDER,VAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,3/16/2012,Bioresearch Monitoring,CDER,VAI
BLT,"HistoScientific Research Laboratories (HSRL), Inc.",Mount Jackson,VA,22842-9404,United States,4/3/2012,Bioresearch Monitoring,CDER,NAI
BLT,"Alizee Pathology, LLC",Frederick,MD,21701-4763,United States,4/9/2012,Project Evaluation: Devices,CDRH,NAI
DAL,"Galderma Laboratories, L.P.",Dallas,TX,75201-2911,United States,4/13/2012,Project Evaluation: Devices,CDRH,NAI
DEN,"W. L. Gore & Associates, Inc.",Flagstaff,AZ,86005-8713,United States,4/13/2012,Project Evaluation: Devices,CDRH,VAI
DET,"Inotiv, Inc",Mount Vernon,IN,47620-9627,United States,4/17/2012,Bioresearch Monitoring,CDER,NAI
ATL,N. C. State University Research Administration,Raleigh,NC,27695-7514,United States,4/19/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,4/20/2012,Bioresearch Monitoring,CDER,VAI
SAN,HMS Veterinary Development Inc,Tulare,CA,93274-9730,United States,4/20/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
MIN,"WuXi AppTec, Inc.",Saint Paul,MN,55120-1175,United States,5/1/2012,Project Evaluation: Devices,CDRH,VAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,5/24/2012,Project Evaluation: Devices,CDRH,VAI
NOL,"East Tennessee Clinical Research, Inc",Rockwood,TN,37854-5277,United States,5/29/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
DEN,Charles River Laboratories,Boulder,CO,80301-4230,United States,6/5/2012,Bioresearch Monitoring,CDER,NAI
ATL,St. Josephs Translational Research Institute,Atlanta,GA,30313-2439,United States,6/7/2012,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
ATL,St. Josephs Translational Research Institute,Atlanta,GA,30313-2439,United States,6/7/2012,Project Evaluation: Devices,CDRH,NAI
CHI,"Charles River Laboratories, Inc- IL",Chicago,IL,60612-4670,United States,6/7/2012,Bioresearch Monitoring,CDER,VAI
MIN,"The Integra Group, Inc.",Minneapolis,MN,55443,United States,6/11/2012,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
MIN,"Geneva Laboratories, Inc",Elkhorn,WI,53121-2027,United States,6/15/2012,Project Evaluation: Devices,CDRH,VAI
DEN,"Colorado Quality Research, Inc.",Wellington,CO,80549,United States,6/26/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
DEN,"Nelson Laboratories, LLC",Salt Lake City,UT,84123-6600,United States,6/28/2012,Project Evaluation: Devices,CDRH,NAI
KAN,Intervet Inc,De Soto,KS,66018-7103,United States,7/3/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
DEN,"Covance Laboratories, Inc",Chandler,AZ,85286-1703,United States,7/5/2012,Bioresearch Monitoring,CDER,VAI
ATL,TRS Labs Inc.,Athens,GA,30607,United States,7/6/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
LOS,"California Property Holdings III, LLC",Camarillo,CA,93012-8530,United States,7/12/2012,Project Evaluation: Devices,CDRH,NAI
SAN,"Charles River Laboratories, Inc.",Reno,NV,89511-1227,United States,7/25/2012,Bioresearch Monitoring,CDER,VAI
ATL,Charles River Laboratories,Durham,NC,27703-9399,United States,7/27/2012,Bioresearch Monitoring,CDER,NAI
OII,"AccelLAB, Inc.",Boisbriand,,,Canada,7/27/2012,Project Evaluation: Devices,CDRH,NAI
BLT,Charles River Laboratories Inc.,Frederick,MD,21701-3019,United States,7/31/2012,Bioresearch Monitoring,CDER,NAI
KAN,Analytical Biochemistry Laboratories Inc. dba ABC Labs. Inc.,Columbia,MO,65202-8807,United States,8/3/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
KAN,"Eurofins BioPharma Product Testing Columbia, Inc.",Columbia,MO,65201-8949,United States,8/3/2012,Bioresearch Monitoring,CDER,NAI
ATL,GlaxoSmithKline LLC,Durham,NC,27701-3986,United States,8/9/2012,Bioresearch Monitoring,CDER,NAI
KAN,Hills Pet Nutrition Inc. Pet Nutrition Center,Topeka,KS,66617-1587,United States,8/13/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
ATL,Experimental Pathology Labs,Durham,NC,27713,United States,8/14/2012,Bioresearch Monitoring,CDER,NAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,8/15/2012,Bioresearch Monitoring,CDER,VAI
PHI,Merck Sharp & Dohme LLC,West Point,PA,19486,United States,8/15/2012,Bioresearch Monitoring,CDER,NAI
DEN,"CARE Research, LLC",Fort Collins,CO,80524-9340,United States,8/22/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,8/23/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
DET,"Cheri-Hill Kennel And Supply, Inc.",Stanwood,MI,49346-9541,United States,8/29/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
BLT,"Wildlife International, Ltd.",Easton,MD,21601-7422,United States,9/4/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
NOL,Southern Research Institute,Birmingham,AL,35205-2708,United States,9/12/2012,Bioresearch Monitoring,CDER,NAI
SAN,"Exelixis, Inc.",Alameda,CA,94502-3016,United States,9/13/2012,Bioresearch Monitoring,CDER,VAI
NWJ,"inVentiv Health Clinical Lab, Inc.",Princeton,NJ,08540-6608,United States,9/14/2012,Bioresearch Monitoring,CDER,VAI
OII,Adgyl Lifesciences Private Limited,Bengaluru,,,India,9/14/2012,Bioresearch Monitoring,CDER,VAI
LOS,Pfizer Inc.,San Diego,CA,92121-1151,United States,9/18/2012,Bioresearch Monitoring,CDER,NAI
DAL,Texas Biomedical Research Institute,San Antonio,TX,78227-5302,United States,9/19/2012,Bioresearch Monitoring,CDER,VAI
OII,Korea Institute of Toxicology,Daejeon,,,Korea (the Republic of),9/26/2012,Bioresearch Monitoring,CDER,VAI
LOS,Microconstants Inc,San Diego,CA,92121-1644,United States,9/27/2012,Bioresearch Monitoring,CDER,NAI
BLT,"Institute for In Vitro Sciences, Inc.",Gaithersburg,MD,20878-4005,United States,9/28/2012,Bioresearch Monitoring,CDER,NAI
LOS,"Intertek USA, Inc.",San Diego,CA,92121-5773,United States,9/28/2012,Bioresearch Monitoring,CDER,VAI
KAN,Boehringer Ingelheim Vetmedica Inc,Saint Joseph,MO,64506-2002,United States,10/4/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,Battelle Memorial Institute,Columbus,OH,43201-2696,United States,10/17/2012,Bioresearch Monitoring,CDER,VAI
NWJ,Novartis Pharmaceuticals Corporation,East Hanover,NJ,07936-1016,United States,10/22/2012,Bioresearch Monitoring,CDER,NAI
SAN,University of California Davis,Davis,CA,95616,United States,10/25/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
NWE,"Smithers ERS, LLC",Wareham,MA,02571-1037,United States,11/9/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,Charles River Laboratories Inc,Spencerville,OH,45887-1064,United States,11/15/2012,Bioresearch Monitoring,CDER,NAI
SAN,Labcorp- PMD,San Carlos,CA,94070-5320,United States,11/19/2012,Project Evaluation: Devices,CDRH,NAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,12/4/2012,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,12/6/2012,Blood and Blood Products,CBER,NAI
BLT,University of Maryland School of Medicine,Baltimore,MD,21201-1116,United States,12/14/2012,Bioresearch Monitoring,CDER,VAI
OII,Imm Recherche,Paris,,,France,1/18/2013,Project Evaluation: Devices,CDRH,NAI
ATL,TRS Labs Inc.,Athens,GA,30607,United States,1/23/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,1/30/2013,Bioresearch Monitoring,CDER,NAI
ATL,Clemson University Agricultural Science Center,Clemson,SC,29634-0001,United States,2/27/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
ATL,Research Triangle Institute,Durham,NC,27709,United States,3/6/2013,Bioresearch Monitoring,CDER,NAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,3/6/2013,Project Evaluation: Devices,CDRH,NAI
ATL,Charles River Laboratories,Durham,NC,27703-9399,United States,3/7/2013,Bioresearch Monitoring,CDER,VAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,3/13/2013,Blood and Blood Products,CBER,VAI
SAN,David R. Young,Turlock,CA,95380-9166,United States,3/18/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,3/21/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
LOS,"Allergan Sales, LLC",Irvine,CA,92612-1531,United States,3/21/2013,Bioresearch Monitoring,CDER,VAI
MIN,"Experimental Surgical Services [U of MN, Minneapolis]",Minneapolis,MN,55455,United States,3/21/2013,Project Evaluation: Devices,CDRH,NAI
MIN,"Experimental Surgical Services [U of MN, St. Paul]",St. Paul,MN,55108,United States,3/21/2013,Project Evaluation: Devices,CDRH,NAI
SEA,University Of Idaho,Moscow,ID,83844-0001,United States,3/27/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
SAN,"Surpass - Silicon Valley, LLC",Mountain View,CA,94043-2314,United States,4/11/2013,Project Evaluation: Devices,CDRH,NAI
DET,"Cheri-Hill Kennel And Supply, Inc.",Stanwood,MI,49346-9541,United States,5/9/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
NWJ,Hoffmann La Roche Inc,Nutley,NJ,07110-1150,United States,5/9/2013,Bioresearch Monitoring,CDER,VAI
DEN,Colorado Histo-Prep,Fort Collins,CO,80526-5556,United States,5/10/2013,Bioresearch Monitoring,CDER,OAI
DEN,Pyxant Labs,Salt Lake City,UT,84124-1214,United States,5/17/2013,Bioresearch Monitoring,CDER,VAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,6/4/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
MIN,Medtronic Physiological Research Lab,Minneapolis,MN,55448-3105,United States,6/12/2013,Project Evaluation: Devices,CDRH,NAI
CIN,"Charles River Laboratories Cleveland, Inc.",Cleveland,OH,44128-3156,United States,6/18/2013,Bioresearch Monitoring,CDER,VAI
ATL,"Synchrony Labs, LLC",Durham,NC,27703-8226,United States,6/20/2013,Project Evaluation: Devices,CDRH,NAI
PHI,"QPS, LLC",Newark,DE,19711-5456,United States,6/21/2013,Bioresearch Monitoring,CDER,VAI
NWE,Charles River Laboratories,Worcester,MA,01605-4307,United States,7/12/2013,Bioresearch Monitoring,CDER,VAI
LOS,"Edwards Lifesciences, LLC",Irvine,CA,92614-5688,United States,7/15/2013,Project Evaluation: Devices,CDRH,VAI
KAN,MRIGlobal,Kansas City,MO,64110-2241,United States,7/17/2013,Bioresearch Monitoring,CDER,NAI
BLT,StageBio,Frederick,MD,21701-4763,United States,7/19/2013,Bioresearch Monitoring,CDER,VAI
CIN,Histo Techniques Ltd,Powell,OH,43065-9331,United States,7/25/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,8/9/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
PHI,"Janssen Biotech, Inc.",Malvern,PA,19355-1307,United States,8/9/2013,Bioresearch Monitoring,CDER,VAI
SAN,Pacific BioLabs,Hercules,CA,94547-1830,United States,8/9/2013,Bioresearch Monitoring,CDER,NAI
BLT,"Ani Lytics, Inc.",Gaithersburg,MD,20877-3490,United States,8/15/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
DAL,U.S.D.A. Agricultural Research Services,Stuttgart,AR,72160-5647,United States,8/16/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
OII,Sanitation & Environmental Technology Institute,Suzhou,,,China,8/22/2013,Project Evaluation: Devices,CDRH,NAI
NWE,"Smithers ERS, LLC",Wareham,MA,02571-1037,United States,8/23/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
KAN,"BOEHRINGER INGELHEIM ANIMAL HEALTH USA, INC",Fulton,MO,65251-3318,United States,8/28/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
KAN,Seventh Wave Laboratories LLC dba Inotiv,Maryland Heights,MO,63043-3805,United States,8/30/2013,Bioresearch Monitoring,CDER,VAI
NWJ,Product Safety Labs,Dayton,NJ,08810-1500,United States,9/11/2013,Bioresearch Monitoring,CDER,VAI
OII,Pharmaron,Beijing,,,China,9/13/2013,Bioresearch Monitoring,CDER,VAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,9/17/2013,Bioresearch Monitoring,CDER,NAI
LOS,Best American Toxicology Testing Services,Chatsworth,CA,91311-5857,United States,9/18/2013,Bioresearch Monitoring,CDER,VAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,9/20/2013,Bioresearch Monitoring,CDER,VAI
OII,Joinn Laboratories Co. Ltd.,Beijing,,,China,9/20/2013,Bioresearch Monitoring,CDER,VAI
CHI,"Charles River Laboratories, LLC",Skokie,IL,60077-5316,United States,9/24/2013,Bioresearch Monitoring,CDER,NAI
PHI,"Calvert Laboratories, Inc.",Scott Township,PA,18447-9600,United States,10/2/2013,Bioresearch Monitoring,CDER,NAI
BLT,Thomas D Morris Inc,Reisterstown,MD,21136-3827,United States,10/16/2013,Project Evaluation: Devices,CDRH,NAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,11/20/2013,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,11/22/2013,Bioresearch Monitoring,CDER,VAI
NWJ,"inVentiv Health Clinical Lab, Inc.",Princeton,NJ,08540-6608,United States,1/17/2014,Bioresearch Monitoring,CDER,NAI
CIN,Histo Techniques Ltd,Powell,OH,43065-9331,United States,1/24/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
CIN,"North American Science Associates, LLC",Northwood,OH,43619-1012,United States,2/7/2014,Project Evaluation: Devices,CDRH,NAI
NOL,Auburn University,Auburn University,AL,36849-0001,United States,2/7/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
MIN,American Preclinical Services,Minneapolis,MN,55433-6043,United States,2/12/2014,Project Evaluation: Devices,CDRH,NAI
NWJ,"Xenobiotic Laboratories, Inc.",Plainsboro,NJ,08536-3339,United States,2/25/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
CIN,StageBio,Mason,OH,45040-9412,United States,2/27/2014,Bioresearch Monitoring,CDER,NAI
MIN,"WuXi AppTec, Inc.",Saint Paul,MN,55120-1175,United States,3/26/2014,Project Evaluation: Devices,CDRH,NAI
CIN,Battelle Memorial Institute,Columbus,OH,43201-2696,United States,4/4/2014,Bioresearch Monitoring,CDER,VAI
KAN,University of Missouri,Columbia,MO,65211,United States,5/1/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,5/16/2014,Bioresearch Monitoring,CDER,VAI
PHI,"Eurofins Lancaster Laboratories, Inc",Lancaster,PA,17601-5946,United States,5/29/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DET,"Labcorp Early Development Laboratories, Inc.",Greenfield,IN,46140-8501,United States,6/6/2014,Bioresearch Monitoring,CDER,VAI
OII,National Shanghai Center for New Drug Safety Evaluation Ctr,Shanghai,,,China,6/6/2014,Bioresearch Monitoring,CDER,VAI
NYK,Cardiovascular Research Foundation,Orangeburg,NY,10962-2614,United States,6/11/2014,Project Evaluation: Devices,CDRH,NAI
OII,"Wuxi Apptec Suzhou Co.,Ltd",Suzhou,,,China,6/13/2014,Bioresearch Monitoring,CDER,VAI
SAN,"BioAssist, Inc.",Dixon,CA,95620-9722,United States,7/18/2014,Project Evaluation: Devices,CDRH,NAI
DAL,Alcon Research LLC,Fort Worth,TX,76134-2099,United States,7/24/2014,Bioresearch Monitoring,CDER,VAI
DEN,"CARE Research, LLC",Fort Collins,CO,80524-9340,United States,7/25/2014,Bioresearch Monitoring,CDER,VAI
DEN,"Nelson Laboratories, LLC",Salt Lake City,UT,84123-6600,United States,7/25/2014,Bioresearch Monitoring,CDER,NAI
DEN,"Nelson Laboratories, LLC",Salt Lake City,UT,84123-6600,United States,7/25/2014,Project Evaluation: Devices,CDRH,NAI
NYK,Litron Laboratories,Rochester,NY,14623-2860,United States,7/28/2014,Bioresearch Monitoring,CDER,NAI
NWJ,Intervet Inc. (d/b/a Merck Animal Health),Rahway,NJ,07065,United States,8/14/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,8/21/2014,Bioresearch Monitoring,CDER,NAI
CHI,AbbVie Inc.,North Chicago,IL,60064-1802,United States,9/12/2014,Bioresearch Monitoring,CDER,VAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,9/12/2014,Bioresearch Monitoring,CDER,VAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,9/12/2014,Bioresearch Monitoring,CDER,VAI
SAN,"Comparative Biosciences, Inc",Sunnyvale,CA,94085-3844,United States,9/12/2014,Bioresearch Monitoring,CDER,VAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,9/19/2014,Bioresearch Monitoring,CDER,OAI
OII,CiToxLAB,Evreux,,,France,9/19/2014,Bioresearch Monitoring,CDER,VAI
NWJ,Novartis Pharmaceuticals Corporation,East Hanover,NJ,07936-1016,United States,9/24/2014,Bioresearch Monitoring,CDER,NAI
DAL,Texas Biomedical Research Institute,San Antonio,TX,78227-5302,United States,9/30/2014,Bioresearch Monitoring,CDER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,9/30/2014,Bioresearch Monitoring,CDER,VAI
DEN,Sonrise Feeders,Wellington,CO,80549-1709,United States,10/1/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
